Country,Destination,Month,Popularity,MinTemp,MaxTemp,Precipitation
India,Chandigarh,December,2,,,
India,Chandigarh,January,2,,,
India,Bhopal,February,2,13°,28°,4%
India,Bhopal,March,2.5,18°,34°,4%
India,Bhopal,April,2.5,22°,39°,1%
India,Bhopal,May,3,26°,41°,3%
India,Bhopal,June,3,25°,37°,27%
India,Bhopal,July,2.5,23°,30°,54%
India,Bhopal,August,2,23°,29°,53%
India,Bhopal,September,1.5,22°,31°,32%
India,Bhopal,October,1.5,19°,32°,6%
India,Bhopal,November,1.5,15°,29°,3%
India,Bhopal,December,2,11°,26°,2%
India,Bhopal,January,2.5,11°,25°,3%
India,Nagpur,February,2,16°,32°,5%
India,Nagpur,March,2,19°,37°,7%
India,Nagpur,April,2.5,23°,40°,4%
India,Nagpur,May,2.5,28°,43°,7%
India,Nagpur,June,3,26°,37°,36%
India,Nagpur,July,2.5,24°,32°,52%
India,Nagpur,August,2,24°,31°,52%
India,Nagpur,September,1.5,23°,32°,35%
India,Nagpur,October,1.5,20°,33°,9%
India,Nagpur,November,1.5,16°,31°,4%
India,Nagpur,December,2.5,13°,29°,3%
India,Nagpur,January,2.5,13°,29°,5%
India,Mount Abu,February,1.5,,,
India,Mount Abu,March,1.5,,,
India,Mount Abu,April,1.5,,,
India,Mount Abu,May,3.5,,,
India,Mount Abu,June,3.5,,,
India,Mount Abu,July,1.5,,,
India,Mount Abu,August,1.5,,,
India,Mount Abu,September,1.5,,,
India,Mount Abu,October,2.5,,,
India,Mount Abu,November,3,,,
India,Mount Abu,December,3,,,
India,Mount Abu,January,2,,,
India,Port Blair,February,2.5,22°,31°,7%
India,Port Blair,March,2.5,23°,32°,4%
India,Port Blair,April,2.5,24°,33°,25%
India,Port Blair,May,2.5,24°,31°,56%
India,Port Blair,June,2,24°,30°,62%
India,Port Blair,July,1.5,24°,29°,64%
India,Port Blair,August,1.5,24°,29°,63%
India,Port Blair,September,1.5,23°,29°,66%
India,Port Blair,October,2,23°,30°,56%
India,Port Blair,November,2,24°,30°,49%
India,Port Blair,December,2.5,23°,30°,30%
India,Port Blair,January,3,22°,30°,7%
India,Panaji,February,,21°,32°,0%
India,Panaji,March,,23°,33°,0%
India,Panaji,April,,25°,33°,1%
India,Panaji,May,,26°,34°,9%
India,Panaji,June,,25°,30°,75%
India,Panaji,July,,24°,29°,87%
India,Panaji,August,,24°,29°,82%
India,Panaji,September,,24°,30°,52%
India,Panaji,October,,24°,32°,22%
India,Panaji,November,,22°,33°,10%
India,Panaji,December,,21°,33°,1%
India,Panaji,January,,20°,32°,0%
India,Mangalore,February,2,22°,34°,0%
India,Mangalore,March,2.5,24°,34°,3%
India,Mangalore,April,3,25°,35°,10%
India,Mangalore,May,3,25°,34°,25%
India,Mangalore,June,2.5,24°,30°,75%
India,Mangalore,July,2.5,23°,29°,82%
India,Mangalore,August,1.5,23°,29°,77%
India,Mangalore,September,1.5,23°,30°,54%
India,Mangalore,October,1.5,23°,32°,38%
India,Mangalore,November,1.5,23°,33°,17%
India,Mangalore,December,2.5,22°,34°,2%
India,Mangalore,January,2.5,21°,33°,0%
India,Kumarakom,February,2,,,
India,Kumarakom,March,2,,,
India,Kumarakom,April,2,,,
India,Kumarakom,May,4,,,
India,Kumarakom,June,2.5,,,
India,Kumarakom,July,1.5,,,
India,Kumarakom,August,1.5,,,
India,Kumarakom,September,1.5,,,
India,Kumarakom,October,1.5,,,
India,Kumarakom,November,1.5,,,
India,Kumarakom,December,2.5,,,
India,Kumarakom,January,2.5,,,
India,Gokarn,February,2,,,
India,Gokarn,March,3,,,
India,Gokarn,April,2.5,,,
India,Gokarn,May,3,,,
India,Gokarn,June,2,,,
India,Gokarn,July,1.5,,,
India,Gokarn,August,1.5,,,
India,Gokarn,September,1.5,,,
India,Gokarn,October,1.5,,,
India,Gokarn,November,1.5,,,
India,Gokarn,December,3.5,,,
India,Gokarn,January,3.5,,,
India,Amritsar,February,1.5,7°,22°,13%
India,Amritsar,March,3,11°,27°,16%
India,Amritsar,April,3,17°,35°,12%
India,Amritsar,May,3,22°,40°,8%
India,Amritsar,June,3.5,25°,40°,19%
India,Amritsar,July,2.5,26°,36°,36%
India,Amritsar,August,1.5,25°,35°,30%
India,Amritsar,September,1.5,22°,34°,12%
India,Amritsar,October,2,16°,32°,4%
India,Amritsar,November,1.5,9°,27°,3%
India,Amritsar,December,2,5°,21°,6%
India,Amritsar,January,1.5,4°,19°,8%
India,Alwar,February,2.5,,,
India,Alwar,March,2,,,
India,Alwar,April,2,,,
India,Alwar,May,2,,,
India,Alwar,June,3,,,
India,Alwar,July,2,,,
India,Alwar,August,1.5,,,
India,Alwar,September,1.5,,,
India,Alwar,October,2,,,
India,Alwar,November,2.5,,,
India,Alwar,December,2.5,,,
India,Alwar,January,3,,,
India,Rajaji National Park,February,1.5,,,
India,Rajaji National Park,March,2,,,
India,Rajaji National Park,April,3,,,
India,Rajaji National Park,May,3.5,,,
India,Rajaji National Park,June,4,,,
India,Rajaji National Park,July,3,,,
India,Rajaji National Park,August,2,,,
India,Rajaji National Park,September,1.5,,,
India,Rajaji National Park,October,1.5,,,
India,Rajaji National Park,November,1.5,,,
India,Rajaji National Park,December,1.5,,,
India,Rajaji National Park,January,1.5,,,
India,Satpura Tiger Reserve,February,1.5,,,
India,Satpura Tiger Reserve,March,1.5,,,
India,Satpura Tiger Reserve,April,1.5,,,
India,Satpura Tiger Reserve,May,3,,,
India,Satpura Tiger Reserve,June,3.5,,,
India,Satpura Tiger Reserve,July,3,,,
India,Satpura Tiger Reserve,August,2.5,,,
India,Satpura Tiger Reserve,September,1.5,,,
India,Satpura Tiger Reserve,October,1.5,,,
India,Satpura Tiger Reserve,November,2,,,
India,Satpura Tiger Reserve,December,3,,,
India,Satpura Tiger Reserve,January,2,,,
India,Mahabalipuram,February,1.5,,,
India,Mahabalipuram,March,2,,,
India,Mahabalipuram,April,2,,,
India,Mahabalipuram,May,3,,,
India,Mahabalipuram,June,2.5,,,
India,Mahabalipuram,July,2.5,,,
India,Mahabalipuram,August,2.5,,,
India,Mahabalipuram,September,1.5,,,
India,Mahabalipuram,October,1.5,,,
India,Mahabalipuram,November,1.5,,,
India,Mahabalipuram,December,3,,,
India,Mahabalipuram,January,3,,,
India,Lucknow,February,2,10°,27°,8%
India,Lucknow,March,2,15°,33°,4%
India,Lucknow,April,2.5,21°,39°,2%
India,Lucknow,May,2.5,25°,41°,6%
India,Lucknow,June,3,27°,39°,22%
India,Lucknow,July,2.5,26°,35°,46%
India,Lucknow,August,2,26°,34°,43%
India,Lucknow,September,1.5,24°,34°,32%
India,Lucknow,October,1.5,19°,33°,6%
India,Lucknow,November,2,13°,29°,2%
India,Lucknow,December,2.5,9°,24°,3%
India,Lucknow,January,2.5,8°,22°,6%
India,Pachmarhi,February,1.5,,,
India,Pachmarhi,March,2.5,,,
India,Pachmarhi,April,1.5,,,
India,Pachmarhi,May,3,,,
India,Pachmarhi,June,4,,,
India,Pachmarhi,July,3.5,,,
India,Pachmarhi,August,2,,,
India,Pachmarhi,September,1.5,,,
India,Pachmarhi,October,1.5,,,
India,Pachmarhi,November,1.5,,,
India,Pachmarhi,December,2,,,
India,Pachmarhi,January,1.5,,,
India,Nainital,February,1.5,,,
India,Nainital,March,2,,,
India,Nainital,April,2.5,,,
India,Nainital,May,4,,,
India,Nainital,June,4,,,
India,Nainital,July,2.5,,,
India,Nainital,August,1.5,,,
India,Nainital,September,1.5,,,
India,Nainital,October,1.5,,,
India,Nainital,November,1.5,,,
India,Nainital,December,1.5,,,
India,Nainital,January,1.5,,,
India,Manali,February,1.5,,,
India,Manali,March,1.5,,,
India,Manali,April,2,,,
India,Manali,May,4,,,
India,Manali,June,4,,,
India,Manali,July,2.5,,,
India,Manali,August,1.5,,,
India,Manali,September,1,,,
India,Manali,October,1.5,,,
India,Manali,November,1.5,,,
India,Manali,December,2.5,,,
India,Manali,January,2,,,
India,Delhi-New Delhi,February,2,10°,24°,8%
India,Delhi-New Delhi,March,2.5,16°,30°,7%
India,Delhi-New Delhi,April,2.5,21°,37°,4%
India,Delhi-New Delhi,May,2.5,26°,40°,6%
India,Delhi-New Delhi,June,3,28°,39°,17%
India,Delhi-New Delhi,July,2.5,27°,35°,39%
India,Delhi-New Delhi,August,2,26°,34°,40%
India,Delhi-New Delhi,September,1.5,25°,34°,23%
India,Delhi-New Delhi,October,1.5,19°,33°,3%
India,Delhi-New Delhi,November,2,13°,28°,2%
India,Delhi-New Delhi,December,2.5,8°,23°,4%
India,Delhi-New Delhi,January,2.5,8°,21°,6%
India,Delhi-Mehrauli,February,,10°,24°,8%
India,Delhi-Mehrauli,March,,16°,30°,7%
India,Delhi-Mehrauli,April,,21°,37°,4%
India,Delhi-Mehrauli,May,,26°,40°,6%
India,Delhi-Mehrauli,June,,28°,39°,17%
India,Delhi-Mehrauli,July,,27°,35°,39%
India,Delhi-Mehrauli,August,,26°,34°,40%
India,Delhi-Mehrauli,September,,25°,34°,23%
India,Delhi-Mehrauli,October,,19°,33°,3%
India,Delhi-Mehrauli,November,,13°,28°,2%
India,Delhi-Mehrauli,December,,8°,23°,4%
India,Delhi-Mehrauli,January,,8°,21°,6%
India,Delhi-Delhi,February,2,10°,24°,8%
India,Delhi-Delhi,March,2.5,16°,30°,7%
India,Delhi-Delhi,April,2.5,21°,37°,4%
India,Delhi-Delhi,May,3,26°,40°,6%
India,Delhi-Delhi,June,3,28°,39°,17%
India,Delhi-Delhi,July,2,27°,35°,39%
India,Delhi-Delhi,August,1.5,26°,34°,40%
India,Delhi-Delhi,September,1.5,25°,34°,23%
India,Delhi-Delhi,October,1.5,19°,33°,3%
India,Delhi-Delhi,November,2,13°,28°,2%
India,Delhi-Delhi,December,2.5,8°,23°,4%
India,Delhi-Delhi,January,2.5,8°,21°,6%
India,Delhi-Uttam Nagar,February,,11°,24°,8%
India,Delhi-Uttam Nagar,March,,16°,30°,7%
India,Delhi-Uttam Nagar,April,,23°,37°,4%
India,Delhi-Uttam Nagar,May,,27°,40°,6%
India,Delhi-Uttam Nagar,June,,28°,39°,17%
India,Delhi-Uttam Nagar,July,,28°,35°,39%
India,Delhi-Uttam Nagar,August,,27°,34°,40%
India,Delhi-Uttam Nagar,September,,25°,34°,23%
India,Delhi-Uttam Nagar,October,,21°,33°,3%
India,Delhi-Uttam Nagar,November,,14°,28°,2%
India,Delhi-Uttam Nagar,December,,9°,22°,4%
India,Delhi-Uttam Nagar,January,,8°,20°,6%
India,Delhi-Najafgarh,February,,11°,24°,8%
India,Delhi-Najafgarh,March,,16°,30°,7%
India,Delhi-Najafgarh,April,,23°,37°,4%
India,Delhi-Najafgarh,May,,27°,40°,6%
India,Delhi-Najafgarh,June,,28°,39°,17%
India,Delhi-Najafgarh,July,,28°,35°,39%
India,Delhi-Najafgarh,August,,27°,34°,40%
India,Delhi-Najafgarh,September,,25°,34°,23%
India,Delhi-Najafgarh,October,,21°,33°,3%
India,Delhi-Najafgarh,November,,14°,28°,2%
India,Delhi-Najafgarh,December,,9°,22°,4%
India,Delhi-Najafgarh,January,,8°,20°,6%
India,Delhi-Karol Bagh,February,,10°,24°,8%
India,Delhi-Karol Bagh,March,,16°,30°,7%
India,Delhi-Karol Bagh,April,,21°,37°,4%
India,Delhi-Karol Bagh,May,,26°,40°,6%
India,Delhi-Karol Bagh,June,,28°,39°,17%
India,Delhi-Karol Bagh,July,,27°,35°,39%
India,Delhi-Karol Bagh,August,,26°,34°,40%
India,Delhi-Karol Bagh,September,,25°,34°,23%
India,Delhi-Karol Bagh,October,,19°,33°,3%
India,Delhi-Karol Bagh,November,,13°,28°,2%
India,Delhi-Karol Bagh,December,,8°,23°,4%
India,Delhi-Karol Bagh,January,,8°,21°,6%
India,Delhi-Burari,February,,10°,24°,8%
India,Delhi-Burari,March,,16°,30°,7%
India,Delhi-Burari,April,,21°,37°,4%
India,Delhi-Burari,May,,26°,40°,6%
India,Delhi-Burari,June,,28°,39°,17%
India,Delhi-Burari,July,,27°,35°,39%
India,Delhi-Burari,August,,26°,34°,40%
India,Delhi-Burari,September,,25°,34°,23%
India,Delhi-Burari,October,,19°,33°,3%
India,Delhi-Burari,November,,13°,28°,2%
India,Delhi-Burari,December,,8°,23°,4%
India,Delhi-Burari,January,,8°,21°,6%
India,Delhi-Delhi Cantonment,February,,10°,24°,8%
India,Delhi-Delhi Cantonment,March,,16°,30°,7%
India,Delhi-Delhi Cantonment,April,,21°,37°,4%
India,Delhi-Delhi Cantonment,May,,26°,40°,6%
India,Delhi-Delhi Cantonment,June,,28°,39°,17%
India,Delhi-Delhi Cantonment,July,,27°,35°,39%
India,Delhi-Delhi Cantonment,August,,26°,34°,40%
India,Delhi-Delhi Cantonment,September,,25°,34°,23%
India,Delhi-Delhi Cantonment,October,,19°,33°,3%
India,Delhi-Delhi Cantonment,November,,13°,28°,2%
India,Delhi-Delhi Cantonment,December,,8°,23°,4%
India,Delhi-Delhi Cantonment,January,,8°,21°,6%
India,Delhi-Rohini,February,,11°,24°,8%
India,Delhi-Rohini,March,,16°,30°,7%
India,Delhi-Rohini,April,,23°,37°,4%
India,Delhi-Rohini,May,,27°,40°,6%
India,Delhi-Rohini,June,,28°,39°,17%
India,Delhi-Rohini,July,,28°,35°,39%
India,Delhi-Rohini,August,,27°,34°,40%
India,Delhi-Rohini,September,,25°,34°,23%
India,Delhi-Rohini,October,,21°,33°,3%
India,Delhi-Rohini,November,,14°,28°,2%
India,Delhi-Rohini,December,,9°,22°,4%
India,Delhi-Rohini,January,,8°,20°,6%
India,Delhi-Dwarka,February,,11°,24°,8%
India,Delhi-Dwarka,March,,16°,30°,7%
India,Delhi-Dwarka,April,,23°,37°,4%
India,Delhi-Dwarka,May,,27°,40°,6%
India,Delhi-Dwarka,June,,28°,39°,17%
India,Delhi-Dwarka,July,,28°,35°,39%
India,Delhi-Dwarka,August,,27°,34°,40%
India,Delhi-Dwarka,September,,25°,34°,23%
India,Delhi-Dwarka,October,,21°,33°,3%
India,Delhi-Dwarka,November,,14°,28°,2%
India,Delhi-Dwarka,December,,9°,22°,4%
India,Delhi-Dwarka,January,,8°,20°,6%
India,Delhi-Bawana,February,,11°,24°,8%
India,Delhi-Bawana,March,,16°,30°,7%
India,Delhi-Bawana,April,,23°,37°,4%
India,Delhi-Bawana,May,,27°,40°,6%
India,Delhi-Bawana,June,,28°,39°,17%
India,Delhi-Bawana,July,,28°,35°,39%
India,Delhi-Bawana,August,,27°,34°,40%
India,Delhi-Bawana,September,,25°,34°,23%
India,Delhi-Bawana,October,,21°,33°,3%
India,Delhi-Bawana,November,,14°,28°,2%
India,Delhi-Bawana,December,,9°,22°,4%
India,Delhi-Bawana,January,,8°,20°,6%
India,Delhi-Govindpuri,February,,10°,24°,8%
India,Delhi-Govindpuri,March,,16°,30°,7%
India,Delhi-Govindpuri,April,,21°,37°,4%
India,Delhi-Govindpuri,May,,26°,40°,6%
India,Delhi-Govindpuri,June,,28°,39°,17%
India,Delhi-Govindpuri,July,,27°,35°,39%
India,Delhi-Govindpuri,August,,26°,34°,40%
India,Delhi-Govindpuri,September,,25°,34°,23%
India,Delhi-Govindpuri,October,,19°,33°,3%
India,Delhi-Govindpuri,November,,13°,28°,2%
India,Delhi-Govindpuri,December,,8°,23°,4%
India,Delhi-Govindpuri,January,,8°,21°,6%
India,Delhi-Wazirabad,February,,10°,24°,8%
India,Delhi-Wazirabad,March,,16°,30°,7%
India,Delhi-Wazirabad,April,,21°,37°,4%
India,Delhi-Wazirabad,May,,26°,40°,6%
India,Delhi-Wazirabad,June,,28°,39°,17%
India,Delhi-Wazirabad,July,,27°,35°,39%
India,Delhi-Wazirabad,August,,26°,34°,40%
India,Delhi-Wazirabad,September,,25°,34°,23%
India,Delhi-Wazirabad,October,,19°,33°,3%
India,Delhi-Wazirabad,November,,13°,28°,2%
India,Delhi-Wazirabad,December,,8°,23°,4%
India,Delhi-Wazirabad,January,,8°,21°,6%
India,Delhi-Munirka,February,,10°,24°,8%
India,Delhi-Munirka,March,,16°,30°,7%
India,Delhi-Munirka,April,,21°,37°,4%
India,Delhi-Munirka,May,,26°,40°,6%
India,Delhi-Munirka,June,,28°,39°,17%
India,Delhi-Munirka,July,,27°,35°,39%
India,Delhi-Munirka,August,,26°,34°,40%
India,Delhi-Munirka,September,,25°,34°,23%
India,Delhi-Munirka,October,,19°,33°,3%
India,Delhi-Munirka,November,,13°,28°,2%
India,Delhi-Munirka,December,,8°,23°,4%
India,Delhi-Munirka,January,,8°,21°,6%
India,Delhi-Greater Kailash,February,,10°,24°,8%
India,Delhi-Greater Kailash,March,,16°,30°,7%
India,Delhi-Greater Kailash,April,,21°,37°,4%
India,Delhi-Greater Kailash,May,,26°,40°,6%
India,Delhi-Greater Kailash,June,,28°,39°,17%
India,Delhi-Greater Kailash,July,,27°,35°,39%
India,Delhi-Greater Kailash,August,,26°,34°,40%
India,Delhi-Greater Kailash,September,,25°,34°,23%
India,Delhi-Greater Kailash,October,,19°,33°,3%
India,Delhi-Greater Kailash,November,,13°,28°,2%
India,Delhi-Greater Kailash,December,,8°,23°,4%
India,Delhi-Greater Kailash,January,,8°,21°,6%
India,Delhi-Vasant Kunj,February,,11°,24°,8%
India,Delhi-Vasant Kunj,March,,16°,30°,7%
India,Delhi-Vasant Kunj,April,,23°,37°,4%
India,Delhi-Vasant Kunj,May,,27°,40°,6%
India,Delhi-Vasant Kunj,June,,28°,39°,17%
India,Delhi-Vasant Kunj,July,,28°,35°,39%
India,Delhi-Vasant Kunj,August,,27°,34°,40%
India,Delhi-Vasant Kunj,September,,25°,34°,23%
India,Delhi-Vasant Kunj,October,,21°,33°,3%
India,Delhi-Vasant Kunj,November,,14°,28°,2%
India,Delhi-Vasant Kunj,December,,9°,22°,4%
India,Delhi-Vasant Kunj,January,,8°,20°,6%
India,Delhi-Janakpuri,February,,11°,24°,8%
India,Delhi-Janakpuri,March,,16°,30°,7%
India,Delhi-Janakpuri,April,,23°,37°,4%
India,Delhi-Janakpuri,May,,27°,40°,6%
India,Delhi-Janakpuri,June,,28°,39°,17%
India,Delhi-Janakpuri,July,,28°,35°,39%
India,Delhi-Janakpuri,August,,27°,34°,40%
India,Delhi-Janakpuri,September,,25°,34°,23%
India,Delhi-Janakpuri,October,,21°,33°,3%
India,Delhi-Janakpuri,November,,14°,28°,2%
India,Delhi-Janakpuri,December,,9°,22°,4%
India,Delhi-Janakpuri,January,,8°,20°,6%
India,Delhi-Pitam Pura,February,,10°,24°,8%
India,Delhi-Pitam Pura,March,,16°,30°,7%
India,Delhi-Pitam Pura,April,,21°,37°,4%
India,Delhi-Pitam Pura,May,,26°,40°,6%
India,Delhi-Pitam Pura,June,,28°,39°,17%
India,Delhi-Pitam Pura,July,,27°,35°,39%
India,Delhi-Pitam Pura,August,,26°,34°,40%
India,Delhi-Pitam Pura,September,,25°,34°,23%
India,Delhi-Pitam Pura,October,,19°,33°,3%
India,Delhi-Pitam Pura,November,,13°,28°,2%
India,Delhi-Pitam Pura,December,,8°,23°,4%
India,Delhi-Pitam Pura,January,,8°,21°,6%
India,Delhi-Shalimar Bagh,February,,10°,24°,8%
India,Delhi-Shalimar Bagh,March,,16°,30°,7%
India,Delhi-Shalimar Bagh,April,,21°,37°,4%
India,Delhi-Shalimar Bagh,May,,26°,40°,6%
India,Delhi-Shalimar Bagh,June,,28°,39°,17%
India,Delhi-Shalimar Bagh,July,,27°,35°,39%
India,Delhi-Shalimar Bagh,August,,26°,34°,40%
India,Delhi-Shalimar Bagh,September,,25°,34°,23%
India,Delhi-Shalimar Bagh,October,,19°,33°,3%
India,Delhi-Shalimar Bagh,November,,13°,28°,2%
India,Delhi-Shalimar Bagh,December,,8°,23°,4%
India,Delhi-Shalimar Bagh,January,,8°,21°,6%
India,Delhi-Chanakyapuri,February,,10°,24°,8%
India,Delhi-Chanakyapuri,March,,16°,30°,7%
India,Delhi-Chanakyapuri,April,,21°,37°,4%
India,Delhi-Chanakyapuri,May,,26°,40°,6%
India,Delhi-Chanakyapuri,June,,28°,39°,17%
India,Delhi-Chanakyapuri,July,,27°,35°,39%
India,Delhi-Chanakyapuri,August,,26°,34°,40%
India,Delhi-Chanakyapuri,September,,25°,34°,23%
India,Delhi-Chanakyapuri,October,,19°,33°,3%
India,Delhi-Chanakyapuri,November,,13°,28°,2%
India,Delhi-Chanakyapuri,December,,8°,23°,4%
India,Delhi-Chanakyapuri,January,,8°,21°,6%
India,Delhi-Shahdara,February,,10°,24°,8%
India,Delhi-Shahdara,March,,16°,30°,7%
India,Delhi-Shahdara,April,,21°,37°,4%
India,Delhi-Shahdara,May,,26°,40°,6%
India,Delhi-Shahdara,June,,28°,39°,17%
India,Delhi-Shahdara,July,,27°,35°,39%
India,Delhi-Shahdara,August,,26°,34°,40%
India,Delhi-Shahdara,September,,25°,34°,23%
India,Delhi-Shahdara,October,,19°,33°,3%
India,Delhi-Shahdara,November,,13°,28°,2%
India,Delhi-Shahdara,December,,8°,23°,4%
India,Delhi-Shahdara,January,,8°,21°,6%
India,Delhi-Shahpur Jat,February,,10°,24°,8%
India,Delhi-Shahpur Jat,March,,16°,30°,7%
India,Delhi-Shahpur Jat,April,,21°,37°,4%
India,Delhi-Shahpur Jat,May,,26°,40°,6%
India,Delhi-Shahpur Jat,June,,28°,39°,17%
India,Delhi-Shahpur Jat,July,,27°,35°,39%
India,Delhi-Shahpur Jat,August,,26°,34°,40%
India,Delhi-Shahpur Jat,September,,25°,34°,23%
India,Delhi-Shahpur Jat,October,,19°,33°,3%
India,Delhi-Shahpur Jat,November,,13°,28°,2%
India,Delhi-Shahpur Jat,December,,8°,23°,4%
India,Delhi-Shahpur Jat,January,,8°,21°,6%
India,Goa-Goa Velha,February,,21°,32°,0%
India,Goa-Goa Velha,March,,23°,33°,0%
India,Goa-Goa Velha,April,,25°,33°,1%
India,Goa-Goa Velha,May,,26°,34°,9%
India,Goa-Goa Velha,June,,25°,30°,75%
India,Goa-Goa Velha,July,,24°,29°,87%
India,Goa-Goa Velha,August,,24°,29°,82%
